"id","name","parent_id"
33703,"Fixed Investment",33697
33020,"Shares of GDP",106
33022,"Gov't Consumption Expenditures",107
33024,"Gov't Current Expenditures",107
33025,"Gov't Current Transfer Receipts",107
33027,"Gov't Fixed Investment",107
33023,"Gov't Investment",107
33026,"Gov't Social Benefits",107
33883,"Administrative and Waste Management Services",33045
33859,"Agriculture, Forestry, Fishing, and Hunting",33045
33887,"Arts, Entertainment, Recreation, Accommodation, and Food Services",33045
33046,"Auto Output",33045
33865,"Construction",33045
33885,"Educational Services, Health Care, and Social Assistance",33045
33047,"Farm Output",33045
33877,"Finance, Insurance, Real Estate, Rental, and Leasing",33045
33050,"Full-time Equivalent Employees",33045
33049,"Full-time & Part-time Employees",33045
33889,"Government",33045
33048,"Households",33045
33053,"Imputed Interest",33045
33875,"Information",33045
33881,"Management Of Companies and Enterprises",33045
33867,"Manufacturing",33045
33861,"Mining",33045
33052,"Persons Engaged in Production",33045
33879,"Professional and Business Services",33045
33871,"Retail Trade",33045
33051,"Self-employed Persons",33045
33873,"Transportation and Warehousing",33045
33863,"Utilities",33045
33869,"Wholesale Trade",33045
33029,"Compensation of Employees",110
33031,"Employer Contributions",110
33028,"Personal Consumption Expenditures",110
33032,"Personal Current Taxes",110
33030,"Wage and Salary Accruals",110
33035,"Corporate Dividends",109
33033,"Corporate Profits",109
33036,"Proprietorship",109
33034,"Taxes on Corporate Income",109
33564,"Accommodation Services",33583
33548,"Advertising Space and Time Sales",33583
33533,"Chemicals and Allied Products",33583
33560,"Cleaning and Building Maintenance Services",33583
33573,"Construction",33583
33572,"Contract Work on Textile Products, Apparel, and Leather",33583
33551,"Credit Intermediation Services",33583
33550,"Data Processing and Related Services",33583
33574,"Durability of Product",33583
33563,"Educational Services",33583
33557,"Employment Services",33583
33567,"Entertainment Services",33583
33528,"Farm Products",33583
33575,"Final Demand",33583
33565,"Food and Beverage for Immediate Consumption Services",33583
33532,"Fuels and Related Products and Power",33583
33539,"Furniture and Household Durables",33583
33561,"Health Care Services",33583
33531,"Hides, Skins, Leather, and Related Products",33583
33582,"Inputs to Industries",33583
33553,"Insurance and Annuities",33583
33577,"Intermediate Demand By Commodity Type",33583
33576,"Intermediate Demand By Production Flow",33583
33552,"Investment Services",33583
33535,"Lumber and Wood Products",33583
33538,"Machinery and Equipment",33583
33570,"Metal Treatment Services",33583
33537,"Metals and Metal Products",33583
33571,"Mining Services",33583
33542,"Miscellaneous Products",33583
33547,"Network Compensation from Broadcast and Cable Television and Radio",33583
33540,"Nonmetallic Mineral Products",33583
33529,"Processed Foods and Feeds",33583
33556,"Professional Services",33583
33545,"Publishing Sales, Excluding Software",33583
33536,"Pulp, Paper, and Allied Products",33583
33554,"Real Estate Services",33583
33555,"Rental and Leasing of Goods",33583
33566,"Repair and Maintenance Services",33583
33569,"Retail Trade Services",33583
33534,"Rubber and Plastic Products",33583
33559,"Selected Security Services",33583
33546,"Software Publishing",33583
33580,"Special Indexes",33583
33581,"Stage of Processing",33583
33549,"Telecommunication, Cable, and Internet User Services",33583
33530,"Textile Products and Apparel",33583
33541,"Transportation Equipment",33583
33543,"Transportation Services",33583
33558,"Travel Arrangement Services",33583
33544,"Warehousing, Storage, and Related Services",33583
33562,"Waste Collection and Remediation Services",33583
33568,"Wholesale Trade Services",33583
33586,"Accommodation and Food Services",33584
33588,"Administrative and Support and Waste Management and Remediation Services",33584
33585,"Agriculture, Forestry, Fishing and Hunting",33584
